DATE & TIME,LATITUDE,LONGITUDE,DEPTH (KM),MAGNITUDE,LOCATION,DATE,TIME,CATEGORY,AREA,PROVINCE
17 January 2023 - 05:55 PM,7.06,126.96,6.0,3.5,050 km S 70° E of Manay (Davao Oriental),17 January 2023,05:55 PM,Weak,Manay,Davao Oriental
17 January 2023 - 05:36 PM,18.68,120.35,15.0,3.0,037 km N 60° W of Burgos (Ilocos Norte),17 January 2023,05:36 PM,Weak,Burgos,Ilocos Norte
17 January 2023 - 03:18 PM,16.07,119.78,11.0,2.5,005 km S 30° W of Agno (Pangasinan),17 January 2023,03:18 PM,Slightly Felt,Agno,Pangasinan
17 January 2023 - 01:06 PM,9.81,125.44,32.0,2.0,004 km N 32° E of San Francisco (Surigao Del Norte),17 January 2023,01:06 PM,Slightly Felt,San Francisco,Surigao Del Norte
17 January 2023 - 12:25 PM,6.75,126.33,21.0,2.2,025 km S 30° E of City Of Mati (Davao Oriental),17 January 2023,12:25 PM,Slightly Felt,City Of Mati,Davao Oriental
17 January 2023 - 11:35 AM,17.39,121.52,19.0,2.6,010 km S 33° E of City Of Tabuk (Kalinga),17 January 2023,11:35 AM,Slightly Felt,City Of Tabuk,Kalinga
17 January 2023 - 11:01 AM,9.28,125.59,10.0,3.2,004 km N 63° E of Santiago (Agusan Del Norte),17 January 2023,11:01 AM,Weak,Santiago,Agusan Del Norte
17 January 2023 - 10:20 AM,11.28,124.52,5.0,2.6,011 km S 22° E of Leyte (Leyte),17 January 2023,10:20 AM,Slightly Felt,Leyte,Leyte
17 January 2023 - 10:19 AM,10.99,124.58,14.0,2.1,010 km N 27° E of Merida (Leyte),17 January 2023,10:19 AM,Slightly Felt,Merida,Leyte
17 January 2023 - 10:09 AM,11.31,124.54,7.0,2.6,009 km S 40° E of Leyte (Leyte),17 January 2023,10:09 AM,Slightly Felt,Leyte,Leyte
17 January 2023 - 08:00 AM,14.0,120.46,101.0,2.6,020 km S 66° W of Nasugbu (Batangas),17 January 2023,08:00 AM,Slightly Felt,Nasugbu,Batangas
17 January 2023 - 07:42 AM,6.27,126.0,55.0,2.6,043 km S 10° W of Governor Generoso (Davao Oriental),17 January 2023,07:42 AM,Slightly Felt,Governor Generoso,Davao Oriental
17 January 2023 - 07:00 AM,14.43,123.06,1.0,2.9,013 km S 66° E of Tinaga Island (Vinzons) (Camarines Norte),17 January 2023,07:00 AM,Slightly Felt,Tinaga Island,Vinzons
17 January 2023 - 06:30 AM,14.42,123.11,1.0,2.1,018 km S 71° E of Tinaga Island (Vinzons) (Camarines Norte),17 January 2023,06:30 AM,Slightly Felt,Tinaga Island,Vinzons
17 January 2023 - 05:57 AM,14.46,123.08,1.0,4.8,014 km S 83° E of Tinaga Island (Vinzons) (Camarines Norte),17 January 2023,05:57 AM,Moderately Strong,Tinaga Island,Vinzons
17 January 2023 - 05:42 AM,18.64,120.69,16.0,3.4,014 km N 50° W of Pagudpud (Ilocos Norte),17 January 2023,05:42 AM,Weak,Pagudpud,Ilocos Norte
17 January 2023 - 05:21 AM,13.85,120.56,159.0,2.7,008 km N 73° W of Calatagan (Batangas),17 January 2023,05:21 AM,Slightly Felt,Calatagan,Batangas
17 January 2023 - 04:58 AM,13.84,120.54,74.0,1.7,010 km N 88° W of Calatagan (Batangas),17 January 2023,04:58 AM,Scarcely Perceptible,Calatagan,Batangas
17 January 2023 - 03:38 AM,11.37,124.51,1.0,3.6,002 km N 79° E of Leyte (Leyte),17 January 2023,03:38 AM,Weak,Leyte,Leyte
17 January 2023 - 03:29 AM,13.69,120.57,72.0,1.8,017 km S 23° W of Calatagan (Batangas),17 January 2023,03:29 AM,Scarcely Perceptible,Calatagan,Batangas
17 January 2023 - 02:17 AM,5.88,125.82,153.0,2.6,020 km S 80° E of Jose Abad Santos (Davao Occidental),17 January 2023,02:17 AM,Slightly Felt,Jose Abad Santos,Davao Occidental
17 January 2023 - 01:27 AM,11.26,124.52,1.0,3.2,013 km S 18° E of Leyte (Leyte),17 January 2023,01:27 AM,Weak,Leyte,Leyte
17 January 2023 - 01:18 AM,10.24,125.88,15.0,2.3,030 km N 36° W of Santa Monica (Surigao Del Norte),17 January 2023,01:18 AM,Slightly Felt,Santa Monica,Surigao Del Norte
16 January 2023 - 10:41 PM,5.06,127.51,36.0,3.4,227 km S 66° E of Jose Abad Santos (Davao Occidental),16 January 2023,10:41 PM,Weak,Jose Abad Santos,Davao Occidental
16 January 2023 - 10:10 PM,14.39,119.1,33.0,2.7,123 km S 60° W of San Antonio (Zambales),16 January 2023,10:10 PM,Slightly Felt,San Antonio,Zambales
16 January 2023 - 10:04 PM,6.16,125.56,98.0,1.8,015 km S 75° W of Don Marcelino (Davao Occidental),16 January 2023,10:04 PM,Scarcely Perceptible,Don Marcelino,Davao Occidental
16 January 2023 - 08:17 PM,7.78,124.61,6.0,2.7,009 km S 85° W of Amai Manabilang (Lanao Del Sur),16 January 2023,08:17 PM,Slightly Felt,Amai Manabilang,Lanao Del Sur
16 January 2023 - 06:59 PM,15.82,121.07,21.0,1.8,013 km N 17° W of Rizal (Nueva Ecija),16 January 2023,06:59 PM,Scarcely Perceptible,Rizal,Nueva Ecija
16 January 2023 - 03:53 PM,5.7,125.94,149.0,2.5,040 km S 55° E of Jose Abad Santos (Davao Occidental),16 January 2023,03:53 PM,Slightly Felt,Jose Abad Santos,Davao Occidental
16 January 2023 - 12:16 PM,4.21,125.64,40.0,3.1,135 km S 10° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),16 January 2023,12:16 PM,Weak,Balut Island,Municipality Of Sarangani
16 January 2023 - 12:05 PM,7.84,126.43,125.0,2.0,006 km S 63° E of Boston (Davao Oriental),16 January 2023,12:05 PM,Slightly Felt,Boston,Davao Oriental
16 January 2023 - 11:23 AM,17.63,120.64,10.0,1.8,002 km N 57° W of Tayum (Abra),16 January 2023,11:23 AM,Scarcely Perceptible,Tayum,Abra
16 January 2023 - 11:20 AM,14.18,120.41,125.0,3.4,027 km N 65° W of Nasugbu (Batangas),16 January 2023,11:20 AM,Weak,Nasugbu,Batangas
16 January 2023 - 08:40 AM,11.34,124.59,10.0,2.6,007 km N 49° W of Capoocan (Leyte),16 January 2023,08:40 AM,Slightly Felt,Capoocan,Leyte
16 January 2023 - 08:35 AM,11.29,124.56,5.0,2.2,009 km S 84° W of Capoocan (Leyte),16 January 2023,08:35 AM,Slightly Felt,Capoocan,Leyte
16 January 2023 - 05:42 AM,18.4,120.72,26.0,2.1,015 km S 33° E of Burgos (Ilocos Norte),16 January 2023,05:42 AM,Slightly Felt,Burgos,Ilocos Norte
16 January 2023 - 05:35 AM,11.27,124.55,1.0,3.3,013 km S 30° E of Leyte (Leyte),16 January 2023,05:35 AM,Weak,Leyte,Leyte
16 January 2023 - 05:32 AM,11.31,124.53,6.0,3.9,008 km S 34° E of Leyte (Leyte),16 January 2023,05:32 AM,Weak,Leyte,Leyte
16 January 2023 - 05:28 AM,17.79,120.75,4.0,2.2,009 km N 34° E of Lagayan (Abra),16 January 2023,05:28 AM,Slightly Felt,Lagayan,Abra
16 January 2023 - 05:26 AM,13.35,120.21,6.0,2.1,028 km S 74° W of Paluan (Occidental Mindoro),16 January 2023,05:26 AM,Slightly Felt,Paluan,Occidental Mindoro
16 January 2023 - 05:09 AM,17.8,120.73,5.0,2.4,009 km N 16° E of Lagayan (Abra),16 January 2023,05:09 AM,Slightly Felt,Lagayan,Abra
16 January 2023 - 04:50 AM,8.92,126.65,9.0,1.9,038 km N 89° E of Cagwait (Surigao Del Sur),16 January 2023,04:50 AM,Scarcely Perceptible,Cagwait,Surigao Del Sur
16 January 2023 - 04:01 AM,11.68,125.95,19.0,2.4,052 km N 44° E of Hernani (Eastern Samar),16 January 2023,04:01 AM,Slightly Felt,Hernani,Eastern Samar
16 January 2023 - 03:43 AM,17.53,121.06,20.0,2.0,007 km S 51° E of Malibcong (Abra),16 January 2023,03:43 AM,Slightly Felt,Malibcong,Abra
16 January 2023 - 03:30 AM,17.63,120.65,9.0,2.5,002 km North of Tayum (Abra),16 January 2023,03:30 AM,Slightly Felt,Tayum,Abra
16 January 2023 - 03:07 AM,13.75,120.6,110.0,1.4,010 km S 22° W of Calatagan (Batangas),16 January 2023,03:07 AM,Scarcely Perceptible,Calatagan,Batangas
16 January 2023 - 02:44 AM,9.9,126.06,1.0,1.5,005 km S 44° W of San Isidro (Surigao Del Norte),16 January 2023,02:44 AM,Scarcely Perceptible,San Isidro,Surigao Del Norte
16 January 2023 - 02:42 AM,7.55,126.12,7.0,2.2,002 km N 87° W of New Bataan (Davao De Oro),16 January 2023,02:42 AM,Slightly Felt,New Bataan,Davao De Oro
16 January 2023 - 01:12 AM,11.31,124.57,3.0,2.6,008 km N 81° W of Capoocan (Leyte),16 January 2023,01:12 AM,Slightly Felt,Capoocan,Leyte
16 January 2023 - 12:51 AM,11.27,124.57,1.0,3.2,009 km S 70° W of Capoocan (Leyte),16 January 2023,12:51 AM,Weak,Capoocan,Leyte
16 January 2023 - 12:19 AM,9.89,126.0,33.0,1.5,004 km N 56° E of Del Carmen (Surigao Del Norte),16 January 2023,12:19 AM,Scarcely Perceptible,Del Carmen,Surigao Del Norte
16 January 2023 - 12:14 AM,11.28,124.53,5.0,2.0,011 km S 28° E of Leyte (Leyte),16 January 2023,12:14 AM,Slightly Felt,Leyte,Leyte
16 January 2023 - 12:13 AM,7.03,121.88,10.0,2.1,035 km S 36° W of Sibuco (Zamboanga Del Norte),16 January 2023,12:13 AM,Slightly Felt,Sibuco,Zamboanga Del Norte
15 January 2023 - 11:39 PM,10.14,126.24,33.0,1.6,022 km N 54° E of Burgos (Surigao Del Norte),15 January 2023,11:39 PM,Scarcely Perceptible,Burgos,Surigao Del Norte
15 January 2023 - 09:44 PM,9.28,122.96,102.0,1.9,013 km S 60° E of Santa Catalina (Negros Oriental),15 January 2023,09:44 PM,Scarcely Perceptible,Santa Catalina,Negros Oriental
15 January 2023 - 09:18 PM,11.22,124.58,1.0,3.6,019 km S 32° E of Leyte (Leyte),15 January 2023,09:18 PM,Weak,Leyte,Leyte
15 January 2023 - 09:11 PM,11.3,124.55,3.0,3.8,011 km S 42° E of Leyte (Leyte),15 January 2023,09:11 PM,Weak,Leyte,Leyte
15 January 2023 - 09:03 PM,9.08,126.23,42.0,2.2,014 km N 26° W of Bayabas (Surigao Del Sur),15 January 2023,09:03 PM,Slightly Felt,Bayabas,Surigao Del Sur
15 January 2023 - 08:28 PM,11.33,124.54,1.0,5.3,007 km S 55° E of Leyte (Leyte),15 January 2023,08:28 PM,Strong,Leyte,Leyte
15 January 2023 - 07:48 PM,13.24,124.32,6.0,2.5,039 km S 15° E of Virac (Catanduanes),15 January 2023,07:48 PM,Slightly Felt,Virac,Catanduanes
15 January 2023 - 05:54 PM,13.22,121.24,16.0,1.8,007 km N 41° W of Victoria (Oriental Mindoro),15 January 2023,05:54 PM,Scarcely Perceptible,Victoria,Oriental Mindoro
15 January 2023 - 05:14 PM,5.55,125.09,10.0,2.5,033 km S 23° W of Glan (Sarangani),15 January 2023,05:14 PM,Slightly Felt,Glan,Sarangani
15 January 2023 - 05:02 PM,13.01,121.18,27.0,2.0,031 km S 63° W of Pola (Oriental Mindoro),15 January 2023,05:02 PM,Slightly Felt,Pola,Oriental Mindoro
15 January 2023 - 04:58 PM,7.43,123.51,34.0,1.7,012 km S 70° E of Tabina (Zamboanga Del Sur),15 January 2023,04:58 PM,Scarcely Perceptible,Tabina,Zamboanga Del Sur
15 January 2023 - 04:54 PM,11.33,126.27,19.0,3.4,066 km N 68° E of Mercedes (Eastern Samar),15 January 2023,04:54 PM,Weak,Mercedes,Eastern Samar
15 January 2023 - 01:53 PM,17.74,120.54,3.0,3.3,008 km S 86° E of San Juan (Ilocos Sur),15 January 2023,01:53 PM,Weak,San Juan,Ilocos Sur
15 January 2023 - 12:36 PM,9.23,126.5,13.0,2.7,035 km S 82° E of Cortes (Surigao Del Sur),15 January 2023,12:36 PM,Slightly Felt,Cortes,Surigao Del Sur
15 January 2023 - 11:41 AM,7.2,127.07,3.0,3.1,058 km S 76° E of Caraga (Davao Oriental),15 January 2023,11:41 AM,Weak,Caraga,Davao Oriental
15 January 2023 - 11:32 AM,4.42,125.48,58.0,3.5,110 km S 03° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),15 January 2023,11:32 AM,Weak,Balut Island,Municipality Of Sarangani
15 January 2023 - 09:32 AM,18.47,120.86,1.0,1.8,004 km N 83° W of Adams (Ilocos Norte),15 January 2023,09:32 AM,Scarcely Perceptible,Adams,Ilocos Norte
15 January 2023 - 08:30 AM,5.98,126.03,157.0,3.2,043 km N 80° E of Jose Abad Santos (Davao Occidental),15 January 2023,08:30 AM,Weak,Jose Abad Santos,Davao Occidental
15 January 2023 - 06:34 AM,17.67,122.62,23.0,3.0,051 km N 43° E of Divilacan (Isabela),15 January 2023,06:34 AM,Weak,Divilacan,Isabela
15 January 2023 - 06:17 AM,13.55,121.63,9.0,2.2,026 km N 63° W of Boac (Marinduque),15 January 2023,06:17 AM,Slightly Felt,Boac,Marinduque
15 January 2023 - 05:32 AM,10.35,125.18,31.0,2.0,005 km S 24° W of Hinunangan (Southern Leyte),15 January 2023,05:32 AM,Slightly Felt,Hinunangan,Southern Leyte
15 January 2023 - 04:50 AM,6.4,126.12,44.0,2.7,029 km S 11° E of Governor Generoso (Davao Oriental),15 January 2023,04:50 AM,Slightly Felt,Governor Generoso,Davao Oriental
15 January 2023 - 04:47 AM,13.82,125.53,32.0,4.0,123 km N 88° E of Gigmoto (Catanduanes),15 January 2023,04:47 AM,Moderately Strong,Gigmoto,Catanduanes
15 January 2023 - 04:13 AM,16.77,122.92,1.0,1.9,061 km S 58° E of Palanan (Isabela),15 January 2023,04:13 AM,Scarcely Perceptible,Palanan,Isabela
15 January 2023 - 04:10 AM,17.67,120.47,34.0,2.2,005 km S 65° E of Magsingal (Ilocos Sur),15 January 2023,04:10 AM,Slightly Felt,Magsingal,Ilocos Sur
15 January 2023 - 03:57 AM,13.69,120.55,94.0,2.4,018 km S 29° W of Calatagan (Batangas),15 January 2023,03:57 AM,Slightly Felt,Calatagan,Batangas
15 January 2023 - 03:56 AM,10.57,125.04,31.0,1.7,009 km S 63° E of Mahaplag (Leyte),15 January 2023,03:56 AM,Scarcely Perceptible,Mahaplag,Leyte
15 January 2023 - 03:43 AM,15.65,121.7,1.0,2.3,019 km S 53° E of Baler (Aurora),15 January 2023,03:43 AM,Slightly Felt,Baler,Aurora
15 January 2023 - 03:39 AM,11.42,125.54,20.0,2.1,001 km N 51° W of Llorente (Eastern Samar),15 January 2023,03:39 AM,Slightly Felt,Llorente,Eastern Samar
15 January 2023 - 03:30 AM,8.74,122.65,23.0,2.4,053 km N 51° W of Jose Dalman (Zamboanga Del Norte),15 January 2023,03:30 AM,Slightly Felt,Jose Dalman,Zamboanga Del Norte
15 January 2023 - 03:03 AM,7.53,123.75,47.0,2.1,029 km S 58° W of Picong (Lanao Del Sur),15 January 2023,03:03 AM,Slightly Felt,Picong,Lanao Del Sur
15 January 2023 - 02:53 AM,9.38,126.4,19.0,2.2,026 km N 64° E of Cortes (Surigao Del Sur),15 January 2023,02:53 AM,Slightly Felt,Cortes,Surigao Del Sur
15 January 2023 - 02:23 AM,6.58,124.3,26.0,2.1,014 km N 10° W of Senator Ninoy Aquino (Sultan Kudarat),15 January 2023,02:23 AM,Slightly Felt,Senator Ninoy Aquino,Sultan Kudarat
15 January 2023 - 02:19 AM,10.05,126.23,17.0,1.9,017 km N 78° E of Burgos (Surigao Del Norte),15 January 2023,02:19 AM,Scarcely Perceptible,Burgos,Surigao Del Norte
15 January 2023 - 02:12 AM,13.66,120.61,92.0,1.5,019 km S 08° W of Calatagan (Batangas),15 January 2023,02:12 AM,Scarcely Perceptible,Calatagan,Batangas
15 January 2023 - 01:25 AM,14.14,120.38,111.0,1.7,028 km N 74° W of Nasugbu (Batangas),15 January 2023,01:25 AM,Scarcely Perceptible,Nasugbu,Batangas
14 January 2023 - 11:41 PM,16.72,120.1,12.0,4.1,025 km N 64° W of City Of San Fernando (La Union),14 January 2023,11:41 PM,Moderately Strong,City Of San Fernando,La Union
14 January 2023 - 08:44 PM,9.31,126.14,17.0,2.7,007 km N 52° W of Cortes (Surigao Del Sur),14 January 2023,08:44 PM,Slightly Felt,Cortes,Surigao Del Sur
14 January 2023 - 08:36 PM,16.88,122.49,8.0,2.2,021 km S 17° E of Palanan (Isabela),14 January 2023,08:36 PM,Slightly Felt,Palanan,Isabela
14 January 2023 - 08:13 PM,14.65,121.95,5.0,2.3,007 km S 07° E of Polillo (Quezon),14 January 2023,08:13 PM,Slightly Felt,Polillo,Quezon
14 January 2023 - 07:45 PM,6.74,124.99,2.0,1.7,007 km N 30° E of Columbio (Sultan Kudarat),14 January 2023,07:45 PM,Scarcely Perceptible,Columbio,Sultan Kudarat
14 January 2023 - 06:51 PM,6.05,126.13,124.0,2.2,051 km S 72° E of Don Marcelino (Davao Occidental),14 January 2023,06:51 PM,Slightly Felt,Don Marcelino,Davao Occidental
14 January 2023 - 05:58 PM,10.0,125.18,21.0,2.0,007 km S 18° E of San Francisco (Southern Leyte),14 January 2023,05:58 PM,Slightly Felt,San Francisco,Southern Leyte
14 January 2023 - 05:44 PM,6.67,125.15,6.0,2.9,012 km N 65° W of Kiblawan (Davao Del Sur),14 January 2023,05:44 PM,Slightly Felt,Kiblawan,Davao Del Sur
14 January 2023 - 05:08 PM,14.97,119.33,1.0,2.1,080 km S 60° W of Iba (Zambales),14 January 2023,05:08 PM,Slightly Felt,Iba,Zambales
14 January 2023 - 01:38 PM,13.81,123.32,1.0,3.5,016 km N 45° E of Calabanga (Camarines Sur),14 January 2023,01:38 PM,Weak,Calabanga,Camarines Sur
14 January 2023 - 12:48 PM,6.59,127.14,1.0,3.1,092 km S 56° E of Tarragona (Davao Oriental),14 January 2023,12:48 PM,Weak,Tarragona,Davao Oriental
14 January 2023 - 12:00 PM,15.55,119.97,21.0,2.2,003 km N 23° E of Masinloc (Zambales),14 January 2023,12:00 PM,Slightly Felt,Masinloc,Zambales
14 January 2023 - 11:59 AM,16.72,120.1,40.0,1.9,026 km N 64° W of City Of San Fernando (La Union),14 January 2023,11:59 AM,Scarcely Perceptible,City Of San Fernando,La Union
14 January 2023 - 08:04 AM,6.91,125.85,49.0,2.8,017 km N 85° W of Lupon (Davao Oriental),14 January 2023,08:04 AM,Slightly Felt,Lupon,Davao Oriental
14 January 2023 - 06:05 AM,13.73,120.63,84.0,1.8,012 km S 01° E of Calatagan (Batangas),14 January 2023,06:05 AM,Scarcely Perceptible,Calatagan,Batangas
14 January 2023 - 05:17 AM,4.27,125.99,103.0,3.5,141 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),14 January 2023,05:17 AM,Weak,Balut Island,Municipality Of Sarangani
14 January 2023 - 04:42 AM,7.89,125.68,14.0,2.6,014 km N 57° W of Laak (Davao De Oro),14 January 2023,04:42 AM,Slightly Felt,Laak,Davao De Oro
14 January 2023 - 04:37 AM,6.13,126.25,124.0,2.7,062 km S 83° E of Don Marcelino (Davao Occidental),14 January 2023,04:37 AM,Slightly Felt,Don Marcelino,Davao Occidental
14 January 2023 - 04:01 AM,18.32,120.81,27.0,1.4,019 km S 32° W of Adams (Ilocos Norte),14 January 2023,04:01 AM,Scarcely Perceptible,Adams,Ilocos Norte
14 January 2023 - 03:52 AM,5.76,125.15,24.0,1.8,009 km S 37° W of Glan (Sarangani),14 January 2023,03:52 AM,Scarcely Perceptible,Glan,Sarangani
14 January 2023 - 03:23 AM,8.32,124.11,5.0,2.7,017 km N 33° E of Bacolod (Lanao Del Norte),14 January 2023,03:23 AM,Slightly Felt,Bacolod,Lanao Del Norte
14 January 2023 - 02:29 AM,8.06,126.64,74.0,3.1,025 km N 85° E of Lingig (Surigao Del Sur),14 January 2023,02:29 AM,Weak,Lingig,Surigao Del Sur
14 January 2023 - 01:53 AM,9.67,125.82,18.0,1.6,015 km N 42° E of Claver (Surigao Del Norte),14 January 2023,01:53 AM,Scarcely Perceptible,Claver,Surigao Del Norte
14 January 2023 - 01:44 AM,16.94,121.55,9.0,2.5,007 km N 69° E of Alfonso Lista (Ifugao),14 January 2023,01:44 AM,Slightly Felt,Alfonso Lista,Ifugao
14 January 2023 - 12:54 AM,7.73,122.06,20.0,3.2,008 km N 72° W of Siocon (Zamboanga Del Norte),14 January 2023,12:54 AM,Weak,Siocon,Zamboanga Del Norte
13 January 2023 - 11:25 PM,13.78,120.49,34.0,1.6,017 km S 69° W of Calatagan (Batangas),13 January 2023,11:25 PM,Scarcely Perceptible,Calatagan,Batangas
13 January 2023 - 11:03 PM,1.93,127.15,95.0,4.5,430 km S 26° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),13 January 2023,11:03 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
13 January 2023 - 10:45 PM,18.03,123.2,26.0,4.1,121 km S 67° E of Santa Ana (Cagayan),13 January 2023,10:45 PM,Moderately Strong,Santa Ana,Cagayan
13 January 2023 - 10:03 PM,18.4,121.0,1.0,3.0,012 km S 55° E of Adams (Ilocos Norte),13 January 2023,10:03 PM,Weak,Adams,Ilocos Norte
13 January 2023 - 09:51 PM,17.81,120.69,33.0,1.6,011 km N 12° W of Lagayan (Abra),13 January 2023,09:51 PM,Scarcely Perceptible,Lagayan,Abra
13 January 2023 - 09:50 PM,17.73,120.46,1.0,2.0,002 km S 17° W of San Juan (Ilocos Sur),13 January 2023,09:50 PM,Slightly Felt,San Juan,Ilocos Sur
13 January 2023 - 08:22 PM,6.35,127.44,89.0,2.4,134 km S 55° E of Tarragona (Davao Oriental),13 January 2023,08:22 PM,Slightly Felt,Tarragona,Davao Oriental
13 January 2023 - 07:17 PM,6.61,125.54,18.0,3.0,009 km N 47° E of Santa Maria (Davao Occidental),13 January 2023,07:17 PM,Weak,Santa Maria,Davao Occidental
13 January 2023 - 06:44 PM,9.46,126.2,17.0,1.7,020 km N 01° E of Cortes (Surigao Del Sur),13 January 2023,06:44 PM,Scarcely Perceptible,Cortes,Surigao Del Sur
13 January 2023 - 06:27 PM,9.85,124.37,14.0,1.7,004 km N 66° E of Pilar (Bohol),13 January 2023,06:27 PM,Scarcely Perceptible,Pilar,Bohol
13 January 2023 - 01:44 PM,9.81,126.21,33.0,1.9,007 km N 65° E of General Luna (Surigao Del Norte),13 January 2023,01:44 PM,Scarcely Perceptible,General Luna,Surigao Del Norte
13 January 2023 - 12:57 PM,11.62,124.25,12.0,2.6,013 km S 61° W of Kawayan (Biliran),13 January 2023,12:57 PM,Slightly Felt,Kawayan,Biliran
13 January 2023 - 12:43 PM,5.25,126.86,98.0,3.7,154 km S 61° E of Jose Abad Santos (Davao Occidental),13 January 2023,12:43 PM,Weak,Jose Abad Santos,Davao Occidental
13 January 2023 - 12:17 PM,13.61,120.99,52.0,1.6,012 km N 45° W of Verde Island (Batangas City) (Batangas),13 January 2023,12:17 PM,Scarcely Perceptible,Verde Island,Batangas City
13 January 2023 - 12:00 PM,6.88,126.71,21.0,2.7,035 km S 58° E of Tarragona (Davao Oriental),13 January 2023,12:00 PM,Slightly Felt,Tarragona,Davao Oriental
13 January 2023 - 11:48 AM,9.92,126.11,10.0,3.2,003 km S 48° E of San Isidro (Surigao Del Norte),13 January 2023,11:48 AM,Weak,San Isidro,Surigao Del Norte
13 January 2023 - 11:47 AM,5.05,127.32,114.0,3.9,209 km S 63° E of Jose Abad Santos (Davao Occidental),13 January 2023,11:47 AM,Weak,Jose Abad Santos,Davao Occidental
13 January 2023 - 09:02 AM,4.83,125.3,20.0,3.5,066 km S 12° W of Balut Island (Municipality Of Sarangani) (Davao Occidental),13 January 2023,09:02 AM,Weak,Balut Island,Municipality Of Sarangani
13 January 2023 - 09:00 AM,10.41,124.82,5.0,2.7,009 km N 63° E of Hilongos (Leyte),13 January 2023,09:00 AM,Slightly Felt,Hilongos,Leyte
13 January 2023 - 08:56 AM,13.67,120.64,135.0,2.6,018 km S 02° E of Calatagan (Batangas),13 January 2023,08:56 AM,Slightly Felt,Calatagan,Batangas
13 January 2023 - 07:37 AM,14.44,123.08,1.0,3.3,014 km S 75° E of Tinaga Island (Vinzons) (Camarines Norte),13 January 2023,07:37 AM,Weak,Tinaga Island,Vinzons
13 January 2023 - 07:31 AM,14.45,123.06,1.0,3.3,012 km S 77° E of Tinaga Island (Vinzons) (Camarines Norte),13 January 2023,07:31 AM,Weak,Tinaga Island,Vinzons
13 January 2023 - 06:51 AM,16.96,122.93,20.0,2.9,054 km S 78° E of Palanan (Isabela),13 January 2023,06:51 AM,Slightly Felt,Palanan,Isabela
13 January 2023 - 06:06 AM,18.5,120.84,9.0,2.0,004 km S 52° E of Dumalneg (Ilocos Norte),13 January 2023,06:06 AM,Slightly Felt,Dumalneg,Ilocos Norte
13 January 2023 - 05:51 AM,13.67,120.66,112.0,1.7,018 km S 09° E of Calatagan (Batangas),13 January 2023,05:51 AM,Scarcely Perceptible,Calatagan,Batangas
13 January 2023 - 05:48 AM,18.9,120.65,5.0,2.9,041 km N 21° W of Pagudpud (Ilocos Norte),13 January 2023,05:48 AM,Slightly Felt,Pagudpud,Ilocos Norte
13 January 2023 - 05:44 AM,10.35,126.13,13.0,2.6,037 km N 10° E of Burgos (Surigao Del Norte),13 January 2023,05:44 AM,Slightly Felt,Burgos,Surigao Del Norte
13 January 2023 - 04:09 AM,18.21,119.6,20.0,3.4,096 km N 77° W of Currimao (Ilocos Norte),13 January 2023,04:09 AM,Weak,Currimao,Ilocos Norte
13 January 2023 - 03:45 AM,19.02,120.98,12.0,2.2,026 km S 69° W of Dalupiri Island (Calayan) (Cagayan),13 January 2023,03:45 AM,Slightly Felt,Dalupiri Island,Calayan
13 January 2023 - 03:31 AM,6.79,126.77,45.0,2.3,045 km S 51° E of Tarragona (Davao Oriental),13 January 2023,03:31 AM,Slightly Felt,Tarragona,Davao Oriental
13 January 2023 - 03:25 AM,13.65,120.65,88.0,1.6,021 km S 04° E of Calatagan (Batangas),13 January 2023,03:25 AM,Scarcely Perceptible,Calatagan,Batangas
13 January 2023 - 02:20 AM,14.25,121.16,4.0,2.3,005 km S 60° E of City Of Cabuyao (Laguna),13 January 2023,02:20 AM,Slightly Felt,City Of Cabuyao,Laguna
13 January 2023 - 01:49 AM,13.77,120.63,100.0,1.8,007 km South of Calatagan (Batangas),13 January 2023,01:49 AM,Scarcely Perceptible,Calatagan,Batangas
13 January 2023 - 01:35 AM,2.81,128.31,256.0,4.3,431 km S 48° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),13 January 2023,01:35 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
13 January 2023 - 01:34 AM,5.7,126.64,17.0,3.2,113 km S 78° E of Jose Abad Santos (Davao Occidental),13 January 2023,01:34 AM,Weak,Jose Abad Santos,Davao Occidental
13 January 2023 - 01:21 AM,9.24,123.17,3.0,1.6,010 km S 60° W of Valencia (Negros Oriental),13 January 2023,01:21 AM,Scarcely Perceptible,Valencia,Negros Oriental
13 January 2023 - 12:52 AM,9.29,123.18,7.0,3.0,008 km N 84° W of Valencia (Negros Oriental),13 January 2023,12:52 AM,Weak,Valencia,Negros Oriental
13 January 2023 - 12:45 AM,19.08,120.58,6.0,3.5,062 km N 20° W of Pagudpud (Ilocos Norte),13 January 2023,12:45 AM,Weak,Pagudpud,Ilocos Norte
13 January 2023 - 12:04 AM,11.01,121.99,18.0,2.3,011 km N 05° W of Patnongon (Antique),13 January 2023,12:04 AM,Slightly Felt,Patnongon,Antique
12 January 2023 - 11:51 PM,18.84,121.12,12.0,2.3,026 km N 09° E of Claveria (Cagayan),12 January 2023,11:51 PM,Slightly Felt,Claveria,Cagayan
